MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
MOVE,(790, 381)
